src,dst,proto,length,timestamp,src_port,dst_port,conn_state,DNS,connection_duration
10.0.0.66,10.0.0.1,TCP,54,1135111323.664945,42542.0,646.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.665013,905.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.665056,646.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.665176,42542.0,2784.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.665275,42542.0,4.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.665375,42542.0,1371.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.665394,2784.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.665457,4.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.665543,1371.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.665648,42542.0,654.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.665749,42542.0,12.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.665796,654.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.66589,12.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.665971,42542.0,437.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.666085,42542.0,931.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.666114,437.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.666206,931.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.666292,42542.0,345.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.666392,42542.0,4000.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.666461,345.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.666491,4000.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.666606,42542.0,274.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.666706,42542.0,809.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.666752,274.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.666872,809.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.66693,42542.0,678.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.667027,42542.0,759.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.667087,678.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.667196,42542.0,920.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.667264,759.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.667316,920.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.667411,42542.0,5530.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.667511,42542.0,1663.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.667557,5530.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.667669,42542.0,266.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.66769,1663.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.667785,266.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.667884,42542.0,800.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.667984,42542.0,790.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.66806,800.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.668118,790.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.668216,42542.0,478.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.668316,42542.0,123.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.668362,478.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.668474,42542.0,630.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.668511,123.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.668613,630.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.668726,42542.0,854.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.668826,42542.0,750.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.668895,854.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.668928,750.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.669053,42542.0,507.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.669152,42542.0,415.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.669198,507.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.669287,415.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.669375,42542.0,551.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.669475,42542.0,1523.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.669555,551.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.669582,1523.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.669696,42542.0,923.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.669796,42542.0,13708.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.669842,923.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.669971,13708.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.671247,42542.0,721.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.67135,42542.0,964.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.671447,721.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.671521,42542.0,1499.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.671538,964.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.671621,1499.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.671737,42542.0,22305.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.671836,42542.0,290.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.671885,22305.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.671977,290.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.672071,42542.0,959.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.67217,42542.0,457.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.672216,959.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.672327,42542.0,979.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.672349,457.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.67244,979.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.672543,42542.0,1468.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.672643,42542.0,858.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.672739,1468.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.672816,858.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.67288,42542.0,618.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.672978,42542.0,470.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.673049,618.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.673126,470.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.67321,42542.0,1437.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.673309,42542.0,1466.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.673358,1437.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.673453,1466.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.673535,42542.0,770.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.673634,42542.0,2035.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.673734,770.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.67376,2035.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.67386,42542.0,506.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.67396,42542.0,1025.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.674008,506.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.674141,1025.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.674199,42542.0,1480.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.674297,42542.0,1248.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.674343,1480.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.674489,42542.0,289.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.67459,42542.0,485.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.67462,1248.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.674699,289.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.674727,485.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.674862,42542.0,1476.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.674961,42542.0,5301.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.675052,1476.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.67515,5301.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.675211,42542.0,1407.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.67531,42542.0,967.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.675356,1407.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.675468,42542.0,1386.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.675487,967.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.675582,1386.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.675683,42542.0,878.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.675784,42542.0,1481.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.675851,878.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.675907,1481.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.675999,42542.0,22370.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.676114,42542.0,693.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.67615,22370.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.676272,42542.0,1504.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.676319,693.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.676415,1504.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.676497,42542.0,545.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.676596,42542.0,306.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.676676,545.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.676709,306.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.67682,42542.0,1536.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.67692,42542.0,12345.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.67702,42542.0,8000.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.677065,1536.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.677183,12345.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.677271,8000.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.677357,42542.0,2605.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.677458,42542.0,13722.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.677539,2605.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.67757,13722.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.67768,42542.0,341.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.677781,42542.0,5191.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.677826,341.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.677939,42542.0,22289.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.677957,5191.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.678058,22289.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.678171,42542.0,695.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.67827,42542.0,1364.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.678369,42542.0,2008.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.678406,695.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.678473,1364.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.678561,2008.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.678648,42542.0,32771.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.678748,42542.0,75.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.678794,32771.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.678906,42542.0,505.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.678926,75.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.679056,505.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.679172,42542.0,1433.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.679273,42542.0,857.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.679342,1433.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.679399,857.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.680713,42542.0,2903.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.680817,42542.0,1356.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.680892,2903.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.680962,1356.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.681055,42542.0,5305.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.681155,42542.0,1214.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.681255,42542.0,3.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.68128,5305.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.68136,1214.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.68147,42542.0,456.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.681535,3.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.68156,456.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.681683,42542.0,762.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.681783,42542.0,577.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.681833,762.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.681941,42542.0,675.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.681978,577.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.68211,675.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.682185,42542.0,991.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.682283,42542.0,252.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.682329,991.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.682419,252.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.682504,42542.0,264.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.682603,42542.0,836.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.682654,264.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.682762,42542.0,1422.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.682833,836.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.682865,1422.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.682977,42542.0,230.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.683088,42542.0,393.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.683124,230.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.683251,393.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.683311,42542.0,2026.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.683409,42542.0,9090.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.683455,2026.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.683574,9090.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.683633,42542.0,103.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.683731,42542.0,945.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.683821,103.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.683848,945.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.683958,42542.0,743.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.684067,42542.0,692.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.684137,743.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.684171,692.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.684285,42542.0,746.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.684384,42542.0,1337.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.68443,746.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.684541,42542.0,875.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.684559,1337.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.684647,875.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.684757,42542.0,717.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.684857,42542.0,6543.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.684978,717.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.685005,6543.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.685128,42542.0,563.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.685227,42542.0,204.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.685327,42542.0,320.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.685373,563.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.685394,204.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.685484,320.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.685595,42542.0,540.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.685695,42542.0,681.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.685746,540.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.685853,42542.0,32777.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.685884,681.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.685974,32777.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.686071,42542.0,482.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.686171,42542.0,785.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.686217,482.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.68631,785.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.686394,42542.0,175.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.686493,42542.0,212.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.686575,175.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.686604,212.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.686734,42542.0,288.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.686834,42542.0,229.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.686882,288.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.686992,42542.0,1438.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.687014,229.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.687112,1438.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.687218,42542.0,18187.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.687318,42542.0,1510.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.687365,18187.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.687457,1510.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.687564,42542.0,369.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.687665,42542.0,1505.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.687716,369.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.687798,1505.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.687887,42542.0,239.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.687987,42542.0,1448.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.688067,239.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.688098,1448.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.688217,42542.0,1352.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.688317,42542.0,441.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.688363,1352.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.688482,42542.0,1005.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.688493,441.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.688579,1005.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.68869,42542.0,410.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.688834,410.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.690081,42542.0,1507.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.690183,42542.0,623.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.69024,1507.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.690341,42542.0,572.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.690359,623.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.690459,572.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.690555,42542.0,839.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.690655,42542.0,297.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.690735,839.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.690794,297.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.690904,42542.0,32778.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.691004,42542.0,976.0,SYN,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.691056,32778.0,42542.0,RST-ACK,,0.0
10.0.0.1,10.0.0.66,TCP,60,1135111323.691157,976.0,42542.0,RST-ACK,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.69124,42542.0,157.0,SYN,,0.0
10.0.0.66,10.0.0.1,TCP,54,1135111323.691339,42542.0,548.0,SYN,,0.0
