src,dst,proto,length,timestamp,src_port,dst_port,conn_state,duration,DNS
192.168.202.110,192.168.21.253,tcp,0,1970-01-01 00:00:01.331903501,45799,1000,REJ,0.0,
192.168.202.110,192.168.26.253,tcp,0,1970-01-01 00:00:01.331903501,45799,1031,REJ,0.0,
192.168.202.110,192.168.24.253,tcp,0,1970-01-01 00:00:01.331903501,45799,1031,REJ,0.0,
192.168.202.110,192.168.22.252,tcp,0,1970-01-01 00:00:01.331903501,45799,9101,REJ,0.03,
192.168.202.110,192.168.22.101,tcp,0,1970-01-01 00:00:01.331903501,45799,9101,REJ,0.05,
192.168.202.110,192.168.23.203,tcp,0,1970-01-01 00:00:01.331903501,45799,515,REJ,0.05,
192.168.202.73,192.168.27.240,tcp,0,1970-01-01 00:00:01.331903502,57055,445,S0,0.0,
192.168.202.110,192.168.22.254,tcp,0,1970-01-01 00:00:01.331903502,45799,500,S0,0.0,
192.168.202.110,192.168.25.253,tcp,0,1970-01-01 00:00:01.331903502,45799,55600,REJ,0.0,
192.168.202.110,192.168.23.103,tcp,0,1970-01-01 00:00:01.331903502,45799,8800,REJ,0.13,
192.168.202.110,192.168.26.152,tcp,0,1970-01-01 00:00:01.331903503,45799,32776,REJ,0.01,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903503,58163,100,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903503,54067,10629,REJ,0.0,
192.168.202.110,192.168.26.25,tcp,0,1970-01-01 00:00:01.331903503,45799,55055,REJ,0.0,
192.168.202.110,192.168.22.101,tcp,0,1970-01-01 00:00:01.331903503,45799,55055,REJ,0.0,
192.168.202.110,192.168.27.100,tcp,0,1970-01-01 00:00:01.331903503,45799,10003,REJ,0.0,
192.168.202.110,192.168.26.1,tcp,0,1970-01-01 00:00:01.331903503,45799,16018,REJ,0.0,
192.168.202.110,192.168.24.1,tcp,0,1970-01-01 00:00:01.331903504,45799,9968,REJ,0.0,
192.168.202.110,192.168.23.1,tcp,0,1970-01-01 00:00:01.331903504,45799,6389,REJ,0.01,
192.168.202.110,192.168.22.1,tcp,0,1970-01-01 00:00:01.331903504,45799,6389,REJ,0.0,
192.168.202.110,192.168.26.103,tcp,0,1970-01-01 00:00:01.331903504,45799,9100,REJ,0.0,
192.168.202.110,192.168.21.100,tcp,0,1970-01-01 00:00:01.331903504,45799,1100,REJ,0.01,
192.168.202.110,192.168.27.100,tcp,0,1970-01-01 00:00:01.331903504,45799,2100,REJ,0.0,
192.168.202.110,192.168.26.103,tcp,0,1970-01-01 00:00:01.331903505,45799,6009,REJ,0.0,
192.168.202.110,192.168.26.254,tcp,0,1970-01-01 00:00:01.331903505,45799,3,S0,0.0,
192.168.202.110,192.168.26.25,tcp,0,1970-01-01 00:00:01.331903505,45799,2007,REJ,0.0,
192.168.202.110,192.168.23.1,tcp,0,1970-01-01 00:00:01.331903505,45799,1104,REJ,0.0,
192.168.202.110,192.168.22.103,tcp,0,1970-01-01 00:00:01.331903505,45799,543,REJ,0.0,
192.168.202.110,192.168.26.25,tcp,0,1970-01-01 00:00:01.331903505,45799,1074,REJ,0.0,
192.168.202.110,192.168.21.1,tcp,0,1970-01-01 00:00:01.331903505,45799,5102,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903505,54112,6025,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903505,60868,444,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903505,38231,15000,REJ,0.0,
192.168.202.110,192.168.22.101,tcp,0,1970-01-01 00:00:01.331903505,45799,1074,REJ,0.0,
192.168.202.110,192.168.23.25,tcp,0,1970-01-01 00:00:01.331903506,45799,10009,REJ,0.0,
192.168.202.110,192.168.24.100,tcp,0,1970-01-01 00:00:01.331903506,45799,9877,REJ,0.0,
192.168.202.110,192.168.22.1,tcp,0,1970-01-01 00:00:01.331903506,45799,1984,REJ,0.0,
192.168.202.110,192.168.23.152,tcp,0,1970-01-01 00:00:01.331903506,45799,407,REJ,0.11,
192.168.202.110,192.168.27.1,tcp,0,1970-01-01 00:00:01.331903507,45799,1719,REJ,0.03,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903507,51254,10215,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903507,43536,3005,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903507,37850,32778,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903511,39580,8333,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903513,40265,7921,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903520,55058,3517,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903528,50734,64623,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903532,35239,3914,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903532,52896,5009,REJ,0.0,
192.168.202.110,192.168.24.3,icmp,0,1970-01-01 00:00:01.331903477,8,0,OTH,1.17,
192.168.202.102,192.168.22.102,tcp,0,1970-01-01 00:00:01.331903534,47010,14000,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903534,40550,1998,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903534,34231,2003,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903539,33535,1112,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903539,36324,2003,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903541,48615,2042,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903543,40138,668,REJ,0.0,
192.168.202.110,192.168.26.99,icmp,24,1970-01-01 00:00:01.331903488,13,14,OTH,0.11,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903545,52629,3128,REJ,0.0,
192.168.202.110,192.168.28.235,icmp,24,1970-01-01 00:00:01.331903491,13,14,OTH,0.11,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903547,33238,37,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903549,60238,9010,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903549,35859,13783,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903551,54499,1000,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903551,37911,33,REJ,0.0,
192.168.203.45,192.168.21.203,tcp,643,1970-01-01 00:00:01.331903555,47516,445,SF,0.94,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903557,40793,1034,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903559,49222,3300,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903568,32787,6059,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903568,35105,6667,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903574,58868,65129,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903574,43148,1057,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903576,57745,3404,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903576,60290,1839,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903578,58768,8031,REJ,0.0,
192.168.202.96,192.168.28.102,tcp,182,1970-01-01 00:00:01.331903584,38458,80,SF,0.04,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903587,56779,2725,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903589,56290,1126,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903591,44108,1233,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903593,57551,9944,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903595,48059,1062,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903597,39670,2107,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903597,55677,1594,REJ,0.0,
192.168.202.110,192.168.21.103,tcp,0,1970-01-01 00:00:01.331903598,52544,22,REJ,0.01,
192.168.202.110,192.168.21.252,tcp,0,1970-01-01 00:00:01.331903599,52544,2170,REJ,0.02,
192.168.202.110,192.168.21.101,tcp,0,1970-01-01 00:00:01.331903599,52544,10778,REJ,0.03,
192.168.202.110,192.168.21.1,tcp,0,1970-01-01 00:00:01.331903599,52544,6789,REJ,0.0,
192.168.202.110,192.168.21.252,tcp,0,1970-01-01 00:00:01.331903599,52544,2033,REJ,0.03,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903599,37861,5862,REJ,0.0,
192.168.202.110,192.168.21.202,tcp,0,1970-01-01 00:00:01.331903599,52544,1040,REJ,0.02,
192.168.202.110,192.168.21.103,tcp,0,1970-01-01 00:00:01.331903600,52544,8290,REJ,0.03,
192.168.202.110,192.168.21.152,tcp,0,1970-01-01 00:00:01.331903600,52544,5222,REJ,0.03,
192.168.202.110,192.168.21.103,tcp,0,1970-01-01 00:00:01.331903600,52544,18988,REJ,0.03,
192.168.202.110,192.168.21.152,tcp,0,1970-01-01 00:00:01.331903600,52544,3737,REJ,0.03,
192.168.202.110,192.168.21.203,tcp,0,1970-01-01 00:00:01.331903600,52544,12000,REJ,0.03,
192.168.202.110,192.168.21.254,tcp,0,1970-01-01 00:00:01.331903601,52545,10778,S0,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903601,57197,64623,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903601,45219,3800,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903601,60614,1094,REJ,0.0,
192.168.202.110,192.168.21.254,tcp,0,1970-01-01 00:00:01.331903602,52545,4001,S0,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903605,35088,9418,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903620,38757,7999,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903622,56108,2035,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903622,45475,14000,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903624,55378,18040,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903626,35332,28201,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903628,38781,3659,REJ,0.0,
192.168.202.110,192.168.21.25,tcp,44,1970-01-01 00:00:01.331903629,50124,49175,SF,0.01,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903641,59352,3580,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903641,42874,125,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903645,54368,19315,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903651,59392,1112,REJ,0.0,
192.168.202.110,192.168.21.249,icmp,0,1970-01-01 00:00:01.331903595,8,0,OTH,1.21,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903654,35697,65000,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903654,42412,524,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903656,60562,1234,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903658,34275,49158,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903668,36502,3324,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903672,60688,2144,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903672,45022,8088,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903674,40754,49155,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903679,57069,43,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903679,35414,10566,REJ,0.0,
192.168.202.102,192.168.22.138,icmp,0,1970-01-01 00:00:01.331903625,15,16,OTH,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903681,38409,636,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903685,48544,3369,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903689,34985,1186,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903689,51208,6003,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903691,60025,1998,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903693,60298,5200,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903693,42028,2909,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903693,34237,8888,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903695,59064,4662,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903697,42830,10778,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903697,41995,5922,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903702,45839,8181,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903702,45630,6346,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903704,34797,6668,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903704,47843,2191,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903706,36789,1152,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903706,46714,3689,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903708,57964,2040,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903708,53297,3551,REJ,0.0,
192.168.204.45,192.168.23.186,tcp,0,1970-01-01 00:00:01.331903710,47326,443,S0,0.0,
192.168.204.45,192.168.26.21,tcp,0,1970-01-01 00:00:01.331903711,47326,443,S0,0.0,
192.168.204.45,192.168.24.139,tcp,0,1970-01-01 00:00:01.331903714,47326,443,S0,0.0,
192.168.204.45,192.168.28.119,tcp,0,1970-01-01 00:00:01.331903715,47326,443,S0,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903716,57168,7070,REJ,0.0,
192.168.204.45,192.168.28.94,tcp,0,1970-01-01 00:00:01.331903718,47325,443,S0,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903720,32819,8193,REJ,0.0,
192.168.204.45,192.168.22.202,tcp,0,1970-01-01 00:00:01.331903724,47325,3389,REJ,0.01,
192.168.204.45,192.168.21.25,tcp,0,1970-01-01 00:00:01.331903724,47325,554,REJ,0.0,
192.168.204.45,192.168.22.203,tcp,0,1970-01-01 00:00:01.331903724,47325,179,REJ,0.0,
192.168.204.45,192.168.22.253,tcp,0,1970-01-01 00:00:01.331903724,47325,646,REJ,0.0,
192.168.204.45,192.168.23.101,tcp,0,1970-01-01 00:00:01.331903724,47325,26,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903725,43190,1875,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903725,37160,9071,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903725,42366,2382,REJ,0.0,
192.168.204.45,192.168.21.152,tcp,0,1970-01-01 00:00:01.331903727,47325,465,REJ,0.02,
192.168.204.45,192.168.21.152,tcp,0,1970-01-01 00:00:01.331903728,47325,6001,REJ,0.03,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903731,39806,54328,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903731,45567,1085,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903731,60909,3301,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903733,34115,4449,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903733,48438,1084,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903735,34041,1700,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903737,38630,22939,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903741,33184,5050,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903741,42716,1096,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903743,49380,2492,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903746,39999,902,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903748,59879,8009,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903748,35880,3690,REJ,0.0,
192.168.202.89,10.7.137.108,tcp,0,1970-01-01 00:00:01.331903751,3114,445,S0,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903752,48327,3003,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903756,42215,2638,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903760,40059,2135,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903760,48166,1812,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903760,40309,683,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903760,42261,1117,REJ,0.0,
192.168.204.45,192.168.24.48,tcp,0,1970-01-01 00:00:01.331903760,39436,443,S0,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903762,42770,1061,REJ,0.0,
192.168.204.45,192.168.22.19,tcp,0,1970-01-01 00:00:01.331903763,39436,443,S0,0.0,
192.168.204.45,192.168.26.123,tcp,0,1970-01-01 00:00:01.331903765,39437,443,S0,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903766,59920,27353,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903768,47337,49160,REJ,0.0,
192.168.202.110,192.168.27.2,tcp,0,1970-01-01 00:00:01.331903771,62414,5000,S0,0.0,
192.168.204.45,192.168.21.100,tcp,0,1970-01-01 00:00:01.331903775,39436,199,REJ,0.0,
192.168.204.45,192.168.21.25,tcp,0,1970-01-01 00:00:01.331903775,39436,256,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903775,36065,20031,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903775,39553,7007,REJ,0.0,
192.168.202.102,192.168.23.252,icmp,0,1970-01-01 00:00:01.331903721,17,18,OTH,0.0,
192.168.204.45,192.168.21.25,tcp,0,1970-01-01 00:00:01.331903776,39436,40934,REJ,0.01,
192.168.204.45,192.168.21.1,tcp,0,1970-01-01 00:00:01.331903777,39436,32740,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903777,57704,9200,REJ,0.0,
192.168.204.45,192.168.21.101,tcp,0,1970-01-01 00:00:01.331903777,39436,46236,REJ,0.0,
192.168.202.89,10.7.137.108,tcp,0,1970-01-01 00:00:01.331903777,3127,445,S0,0.0,
192.168.204.45,192.168.21.101,tcp,0,1970-01-01 00:00:01.331903779,39436,61274,REJ,0.0,
192.168.202.110,192.168.21.71,tcp,0,1970-01-01 00:00:01.331903484,45799,80,OTH,0.0,
192.168.204.45,192.168.21.100,tcp,0,1970-01-01 00:00:01.331903780,39436,39585,REJ,0.0,
192.168.204.45,192.168.21.101,tcp,0,1970-01-01 00:00:01.331903780,39436,18890,REJ,0.0,
192.168.202.110,192.168.22.243,tcp,0,1970-01-01 00:00:01.331903485,45800,80,OTH,0.0,
192.168.204.45,192.168.21.101,tcp,0,1970-01-01 00:00:01.331903781,39436,58576,REJ,0.0,
192.168.204.45,192.168.21.101,tcp,0,1970-01-01 00:00:01.331903781,39436,48039,REJ,0.0,
192.168.202.110,192.168.27.157,tcp,0,1970-01-01 00:00:01.331903486,45799,80,OTH,0.0,
192.168.204.45,192.168.21.101,tcp,0,1970-01-01 00:00:01.331903782,39436,45597,REJ,0.0,
192.168.204.45,192.168.21.101,tcp,0,1970-01-01 00:00:01.331903782,39436,25988,REJ,0.01,
192.168.204.45,192.168.21.101,tcp,0,1970-01-01 00:00:01.331903782,39436,35681,REJ,0.01,
192.168.204.45,192.168.21.101,tcp,0,1970-01-01 00:00:01.331903782,39436,12264,REJ,0.0,
192.168.202.110,192.168.24.112,tcp,0,1970-01-01 00:00:01.331903488,45799,80,OTH,0.0,
192.168.204.45,192.168.21.1,tcp,0,1970-01-01 00:00:01.331903783,39436,37458,REJ,0.0,
192.168.202.110,192.168.24.179,tcp,0,1970-01-01 00:00:01.331903488,45800,80,OTH,0.0,
192.168.204.45,192.168.21.1,tcp,0,1970-01-01 00:00:01.331903783,39436,35409,REJ,0.0,
192.168.202.110,192.168.27.66,tcp,0,1970-01-01 00:00:01.331903488,45800,80,OTH,0.0,
192.168.202.110,192.168.28.12,tcp,0,1970-01-01 00:00:01.331903489,45799,80,OTH,0.0,
192.168.204.45,192.168.21.1,tcp,0,1970-01-01 00:00:01.331903784,39436,26626,REJ,0.0,
192.168.204.45,192.168.21.25,tcp,0,1970-01-01 00:00:01.331903785,39436,39382,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903785,50760,6129,REJ,0.0,
192.168.204.45,192.168.21.25,tcp,0,1970-01-01 00:00:01.331903786,39436,24647,REJ,0.0,
192.168.204.45,192.168.21.101,tcp,0,1970-01-01 00:00:01.331903786,39436,52828,REJ,0.0,
192.168.204.45,192.168.21.100,tcp,0,1970-01-01 00:00:01.331903787,39436,44273,REJ,0.0,
192.168.204.45,192.168.21.100,tcp,0,1970-01-01 00:00:01.331903787,39436,43588,REJ,0.01,
192.168.204.45,192.168.21.101,tcp,0,1970-01-01 00:00:01.331903787,39436,30438,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903787,41756,10621,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903787,37727,2701,REJ,0.0,
192.168.204.45,192.168.21.1,tcp,0,1970-01-01 00:00:01.331903788,39436,34584,REJ,0.0,
192.168.204.45,192.168.21.1,tcp,0,1970-01-01 00:00:01.331903788,39436,25564,REJ,0.0,
192.168.204.45,192.168.21.101,tcp,0,1970-01-01 00:00:01.331903788,39436,32615,REJ,0.0,
192.168.204.45,192.168.21.25,tcp,0,1970-01-01 00:00:01.331903789,39436,47299,REJ,0.0,
192.168.204.45,192.168.21.25,tcp,0,1970-01-01 00:00:01.331903791,39436,44256,REJ,0.0,
192.168.204.45,192.168.21.100,tcp,0,1970-01-01 00:00:01.331903791,39436,21014,REJ,0.0,
192.168.204.45,192.168.21.101,tcp,0,1970-01-01 00:00:01.331903791,39436,30999,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903791,46570,700,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903791,55344,1,REJ,0.0,
192.168.204.45,192.168.21.1,tcp,0,1970-01-01 00:00:01.331903792,39436,62750,REJ,0.0,
192.168.204.45,192.168.21.101,tcp,0,1970-01-01 00:00:01.331903792,39436,64898,REJ,0.01,
192.168.204.45,192.168.21.25,tcp,0,1970-01-01 00:00:01.331903792,39436,58512,REJ,0.0,
192.168.204.45,192.168.21.101,tcp,0,1970-01-01 00:00:01.331903792,39436,14203,REJ,0.01,
192.168.204.45,192.168.21.1,tcp,0,1970-01-01 00:00:01.331903793,39436,42790,REJ,0.0,
192.168.202.110,192.168.27.25,tcp,0,1970-01-01 00:00:01.331903793,59764,64130,REJ,0.21,
192.168.204.45,192.168.21.25,tcp,0,1970-01-01 00:00:01.331903793,39436,19181,REJ,0.0,
192.168.202.110,192.168.27.25,tcp,0,1970-01-01 00:00:01.331903793,47542,32115,S0,0.0,
192.168.202.110,192.168.27.25,tcp,0,1970-01-01 00:00:01.331903793,11709,28695,S0,0.0,
192.168.202.110,192.168.27.25,tcp,0,1970-01-01 00:00:01.331903793,50575,56096,S0,0.0,
192.168.202.110,192.168.27.25,tcp,0,1970-01-01 00:00:01.331903793,7373,57159,REJ,0.43,
192.168.202.110,192.168.27.25,tcp,0,1970-01-01 00:00:01.331903793,33328,60339,REJ,0.44,
192.168.202.110,192.168.27.25,tcp,0,1970-01-01 00:00:01.331903793,47297,496,S0,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903794,44212,2522,REJ,0.0,
192.168.202.83,192.168.206.44,tcp,0,1970-01-01 00:00:01.331903794,54693,9917,REJ,0.0,
192.168.204.45,192.168.21.100,tcp,0,1970-01-01 00:00:01.331903794,39436,49092,REJ,0.0,
192.168.202.110,192.168.27.25,tcp,0,1970-01-01 00:00:01.331903794,55854,58849,S0,0.0,
192.168.202.110,192.168.27.25,tcp,0,1970-01-01 00:00:01.331903794,59943,4337,S0,0.0,
192.168.202.110,192.168.27.25,tcp,0,1970-01-01 00:00:01.331903794,61091,5927,S0,0.0,
192.168.202.110,192.168.27.25,tcp,0,1970-01-01 00:00:01.331903794,8229,21693,S0,0.0,
192.168.202.110,192.168.27.25,tcp,0,1970-01-01 00:00:01.331903794,45622,24658,S0,0.0,
192.168.202.110,192.168.27.25,tcp,0,1970-01-01 00:00:01.331903794,39386,12895,REJ,0.52,
192.168.202.110,192.168.27.1,tcp,0,1970-01-01 00:00:01.331903794,47732,26023,S0,0.0,
192.168.202.110,192.168.27.25,tcp,0,1970-01-01 00:00:01.331903794,4541,30036,S0,0.0,
192.168.202.110,192.168.27.1,tcp,0,1970-01-01 00:00:01.331903794,9169,23744,REJ,0.05,
192.168.202.110,192.168.27.1,tcp,0,1970-01-01 00:00:01.331903795,11106,44043,S0,0.0,
192.168.202.110,192.168.27.25,tcp,0,1970-01-01 00:00:01.331903795,41407,49116,S0,0.0,
